tweet,label
@marlina_idha @aniesbaswedan Mau tanya kawasan itu wilayah pusat atau pemprov???\nTrus yg terkesan mau lari dari tanggung jwb?\nJangan manis nya aja di ambil\nGiliran banjir di serahkan pd orang lain\n#aniesfokuskerja,0
@marlina_idha Bahagia benar warganya krn semakin maju kotanya...output dari pemilih cerdas mendpt pemimpin cerdas dan insya Allah istiqomah amanah \n\n#aniesfokuskerja,0
RT @regezs13: @DEQLZ1012 @zr0n @aniesbaswedan @DKIJakarta Bacins Mania Lapar Galak Kenyang Bego...\nKalo yg ini Lapar Kenyang sama Begoknya\u2026,0
@KATADATAcoid @aniesbaswedan mwnyedihkanAnies dikroyok rame\ #aniesfokuskerja,0
@ustadtengkuzul Cara pandang partai moncong putih melihat sesuatu ibarat pepatah \Semut diseberang lautan tampak Gajah di pelupuk mata tidak kelihatan\\nYang terang benderang membakar hutan di Sumatera dan Kalimantan di biarkan.\n#AniesFokusKerja\n#AniesFokusKerja,0
Karena Anies itu goodbener...meooong.\n\n#AniesSebarProyek #AniesGabisakerja #aniesbaswedangubernurgagal #anies #anieslayakdimakzulkan #aniesfokuskerja #politikk #Jokowi #JokowiMaruf2019 #Jokowi2Periode #JokowiMaruf #jokowikamisandimana #jokowibasmikorupsi \n\nhttps:\/\/t.co\/s46VKv7BW5,0
@geiszchalifah Maklumlah @aniesbaswedan kan Gubernur Indonesia jadi banjir dimana2 tetep dia nyang disalahin. \n#aniesfokuskerja \n#aniesfokuskerja,0
Ternyata Negeri Kadrun menemukan anti-virus Corona Kecebong #Polisikan4nies hanya cari proyek aja.\n#aniesfokuskerja,1
@marlina_idha @aniesbaswedan Bikin meriang manusia2 yg didalam hatinya penuh kedengkian....#aniesfokuskerja,0
@Stevaniehuangg @resmawati_eyis Sudah Di Ras massal aja akun\u00b2 Buzzer Rp spt @resmawati_eyis ini  Dilaporkan akun tsbt mengandung hate speech biar diblokir tweeter #aniesfokuskerja,1
@eko_kuntadhi Anak kafir disini koar koar sama pak anies.bandung jateng gak kalian colekoh iya kan proyek nya di jakarta nasi bungkus cebong\nPadahal pak #aniesfokuskerja,1
Baca ah biar Ga asal bacot Ga asal ngegas..!!\n#aniesfokuskerja\n#100HariUnfaedah\n https:\/\/t.co\/4lU9jWkCgZ,1
RT @seruanhl: Sehebat-hebatnya Surabaya dalam hal mengolah sampah maka tetap jauh lebih hebat warga DKI Jakarta yang bisa menyulap sampah\u2026,0
RT @Airin_NZ: Kata Ahok\nPenak toh jamanku jadi Gubernur..??\ud83d\ude02\ud83d\ude02\n\nGw setuju dengan ucapan Ahok ini..\n\nJika kalian juga setuju. Ayoo RT\ud83d\ude02\ud83d\ude02\n\n#4n\u2026,0
@coffeeandme_ @DKIJakarta @aniesbaswedan Udah gitu dibilang berkah sama pasukan nasi bungkus yang dapet honor 40 rebuan \nDie yang seneng gue yang kerendem \n\n#4niesmundurlah,0
Kedunguan Gubernur &amp Walikotanya Sepadan Pemimpin Seperti Ini Masih Mau Dipaertahankan???\n#4niesmundurlah \n#banjirjakarta4niesdimana\n\nhttps:\/\/t.co\/pMIOp9KGRH,1
RT @kang_kayu: Kedunguan Gubernur &amp Walikotanya Sepadan Pemimpin Seperti Ini Masih Mau Dipaertahankan???\n#4niesmundurlah \n#banjirjakarta4n\u2026,1
Omnibus law ciptakan lapangan kerja ...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI https:\/\/t.co\/Iq08oktcRp,0
Tidak akan susah cari kerja setelah kuliah ...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis https:\/\/t.co\/zEpfC6Us33,0
@FaGtng Juara ngeles dan mencari kambing hitam lempar kesalahan dan jago pencitraan #4niesmundurlah #4niesHancurkanMonas #GubernurTerbodoh,1
@Candraasmara85 @MTuhasan 4nies senang melihat wajah wajah bahagia ini\n\n#4niesmundurlah,0
RT @satrio_swr: @Candraasmara85 @MTuhasan 4nies senang melihat wajah wajah bahagia ini\n\n#4niesmundurlah,0
Milenial pasti dukung omnibus law....\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis #LaguLamaKambingHitam #DamaiNatalDamaiDiHati https:\/\/t.co\/13K3i1J0Kz,0
RT @Dwiyana_DKM: Wouy ini sapa yg bikin \ud83e\udd23\ud83e\udd23\n\n#4niesMundurlah https:\/\/t.co\/J912IJtiB5,0
Pemerintah terus berupaya menjaga masyarakat tetap aman...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis #LaguLamaKambingHitam https:\/\/t.co\/I9aO06sOlB,0
Omnibus law dpaat mempermudah mendapatkan pekerjaan...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis #LaguLamaKambingHitam https:\/\/t.co\/u3gonj8rnH,0
Omnibus law memberikan jaminan industri ramah lingkungan...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis #LaguLamaKambingHitam https:\/\/t.co\/jsY8MjQ5TE,0
Presiden jokowi terus mengupayakan masyarakat indonesia aman...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #SumutBerani #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis https:\/\/t.co\/ixuj8ap7mH,0
UMKM Siap dongkrak ekonomi...\n.\n.\n.\nKick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw https:\/\/t.co\/yEvmGI3rN8,0
Omnibus Law permudah cari kerja...\n.\n.\n.\nKick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw https:\/\/t.co\/xcWkThoT5g,1
Mari cegah virus corona...\n.\n.\n.\nKick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw https:\/\/t.co\/pnDj43pQjC,0
Meningkatkan perekonomian negara dengan Omnibus Law ...\n.\n.\n.\nKick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw https:\/\/t.co\/68HgDJ7ws4,0
Semakin DEKAT arah #4nieslayakdimakzulkan\ndengan TEGAS pimpinan @mprgoid\nBpk @BamSoet2019 dalam Pernyataannya terkait TATA KELOLA @DKIJakarta\nyg AMBURADUL\n\n#4niesHancurkanMonas\n#4niesBebalSokHebat\n#4niesharusmundur\n#4cumamodalKEPALABATU\n#4niesmundurlah\n\nhttps:\/\/t.co\/qMHo6THGNJ,0
RT @BJ__ROBIN: Semakin DEKAT arah #4nieslayakdimakzulkan\ndengan TEGAS pimpinan @mprgoid\nBpk @BamSoet2019 dalam Pernyataannya terkait TATA K\u2026,0
Dukung omnibus law ... \nDukung perkembangan UMKM...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia #TolakAgendaKhilafahFPI #KapolriBasmiRadikalis #LaguLamaKambingHitam https:\/\/t.co\/AgXJahE7Os,0
Waspada hoax provokasi menjatuhkan omnibus law... \n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia #TolakAgendaKhilafahFPI https:\/\/t.co\/xoGSS94GoW,0
RT @opiniwongcilik: Dukung omnibus law ... \nDukung perkembangan UMKM...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #WisataHalalAlaKadrun #Se\u2026,0
Berikut beberapa hoaks terkait virus corona...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/REhT0FjYlD,0
Mari dukung omnibus law demi masa depan negara yang lebih baik....\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/PRSIuQSOSV,0
Mari dukung omnibus law demi masa depan negara yang lebih baik....\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/WeHZAWU3US,0
RT @drzaidulakbar: ada yang masih suka gorengan ? \ntentu saja gorengan sendiri mengandung tepung dan minyak. \n.\n.\n#gorengan #tepung #reseps\u2026,0
Manfaat omnibus Law bagi UMKM...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/FYjhzXrpMU,0
Omnibus Law kedepannya dapat meningkatkan perkembangan badan usaha...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/uKGg1rVvuT,0
monas udah porak poranda baru mau konsultasi setelah didesak dan dibilang g tertib aturan. ente sehat wan?\n#AniesGabisakerja\n#4niesmundursajalah\n#4nieshancurkanmonas\n#4niesmundurlah\n#Polisikan4nies\n#Polisikan4niesSegera\n\nCheck out this Vidy - https:\/\/t.co\/KxWcrF00lL,0
Omnibus Law mencerahkan masa depan buruh...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/Z3chHMlIvp,1
Pemerintah siapkan evakuasi warga indonesia di wuhan...\n.\n.\n.\n#Kick4niesSaveWarga #4niesMundurlah #omnibuslaw #SelamatNatalSobatNKRI #jokowi #BersihkanKampusDariHTI #omnibuslaw #indonesia https:\/\/t.co\/XYqLd0Ywzf,0
@Bangzul__88 Pemprov itu isinya apa ya sekrg ??? Serius nanya aq ... kok ya saling mendukung tp mreka lupa netizen tuh pinter2 ... pemprov shame on you... \ud83d\udc4e\ud83d\udc4e\ud83d\udc4e\ud83d\udc4e\n#4niesHancurkanJakarta \n#4niesHancurkanMonas \n#shameonyou4nies,1
@aniesbaswedan @DKIJakarta @humasjakfire @dinaslhdki @DinasSDAJakarta @BinaMargaDKI @DishubDKI_JKT Perasaan yg kerja bukan team dari Pemprov deh wan \nDari kemaren beberapa hari tergenang loe ngga ada action \nSampe akhirnya pemerintah Pusat turun tangan terus elu klaim itu kerjaan ente .\n#JakartaLangitBiru\n#shameonyou4nies\nhttps:\/\/t.co\/PdVxSpPNqw,1
RT @StovingRed: @aniesbaswedan @DKIJakarta @humasjakfire @dinaslhdki @DinasSDAJakarta @BinaMargaDKI @DishubDKI_JKT Perasaan yg kerja bukan\u2026,1
@akira_sby99 Haadoohh ini suaminya kmn yah  ngk takut apa ntar kena minyak kulitnya \ud83d\ude22\ud83d\ude22\n#4niesHancurkanMonas \n#4niesgabecuskerja,0
RT @gregdewanto: @kurawa Biar di-bully.. \ud83d\ude01\ud83e\udd23\ud83d\ude0b\n#4niesSangManipulator \n#4niesHancurkanMonas \n#4niesHancurkanJakarta \n#4niesGaBecusKerja \n#4nie\u2026,1
Walau dihantam Taggar\n#4niesSangManipulator \n#4niesHancurkanMonas \n#4nieslayakdimakzulkan \n#4niesGaBecusKerja  dll\n\nTetap gak ngaruh &amp menggatalkan coba buat tagar baru #hare mungkin bs mempan\n\n#4niesRencanaKudeta\n#4niesAduDombaPribumi\n(mangkelpol) \n\nhttps:\/\/t.co\/WoUWtyWeNi,1
RT @BabahnoA: Walau dihantam Taggar\n#4niesSangManipulator \n#4niesHancurkanMonas \n#4nieslayakdimakzulkan \n#4niesGaBecusKerja  dll\n\nTetap ga\u2026,1
@aniesbaswedan ada air di kolam ikan tapi Jakarta Banjir melulu sampai bikin warga marah karena 4nies sering nyebar Proyek Pakai Hasil Maling Duit. \n\nMendingan Anda Berenang di Kolam Banjir. \n\n#4niesTheKingOfDrama #4niesHancurkanMonas #4niesgabecuskerja https:\/\/t.co\/f9DWSsijPp,0
@ChicPurple2 @ummychasan @JJO_Majalengka @ridwankamil @aniesbaswedan jhieee...jhiee ade nyang protes jieee...\ud83d\ude05\n\nbiase nyang kagak nyadar kalo #4niesHancurkanJakarta karena\n#4niesgabecuskerja \nPakabar Oke Oc mencret?\nudh berapa rakyat miskin DKI yg punya rumah dgn DP 0%??\n\nBisa jawab???,1
Ide paling brilian dr dia adalah toa. Kita yg normal akhirnya mau mengerti ide toa itu pdhal sblmnya ngakak\ud83d\ude02. Tp trnyata ide toa pun blm dieksekusi.\n\nEmg gabisa kerja.\n\nMotivasinya beda sama yg sblmnya.\n\n#4niesgabecuskerja,1
sekali berbohong akan seterusnya berbohong untuk menutupi kebohongan2 sebelumnya...\n#4niesSangManipulator\n#4niestukangbohong\n#4niesgabecuskerja https:\/\/t.co\/dWozn2q0Xp,0
RT @satyasuryawan: sekali berbohong akan seterusnya berbohong untuk menutupi kebohongan2 sebelumnya...\n#4niesSangManipulator\n#4niestukangbo\u2026,0
@RizmaWidiono @aniesbaswedan Wan aibon tidak dalam posisi untuk menjawab kata2 dengan kata2 tapi menjawab kata2 dengan fakta.\nFaktanya : \n#JakartaBanjir \n#4niesHancurkanMonas \n#4niesHancurkanJakarta \n#4niesgabecuskerja \n#RakyatTolakRevitalisasiMonas,0
@Dennysiregar7 @jokowi Akan tiba karmanya...... Tidak lama lagi..\n#4niesHancurkanMonas \n#4niesSangManipulator \n#4niesthekingofdrama \n#4niesgabecuskerja,0
Sesuai dengan janji Wan Bacot mempersembahkan kolam di Jakarta perlahan2x mulai terwujud #MonasBanjir #4niesHancurkanMonas #GongXiFaCaiSobatNKRI #4niesgabecuskerja #4nieshancurkanjakarta https:\/\/t.co\/CyilSj9RX2,1
